Date,AAPL,GOOG,GS,IBM,T,^GSPC
2010-01-04,27.990226,313.062468,158.339216,113.30453600000001,19.523885,1132.98999
2010-01-05,28.038618,311.683844,161.138602,111.935822,19.428247,1136.52002
2010-01-06,27.592626,303.826685,159.418712,111.20868300000001,19.143964999999998,1137.140015
2010-01-07,27.541619,296.753749,162.538294,110.823732,18.92902,1141.689941
2010-01-08,27.724725,300.709808,159.464456,111.935822,18.790346,1144.97998
2010-01-11,27.480148,300.255255,156.948667,110.76384399999999,18.700207000000002,1146.97998
2010-01-12,27.167562,294.945572,153.527202,111.644958,18.693273,1136.219971
2010-01-13,27.550775,293.252243,154.670743,111.405433,18.471395,1145.680054
2010-01-14,27.391211,294.630868,154.176726,113.18477299999999,18.159379,1148.459961
2010-01-15,26.933449,289.710772,151.139489,112.731385,17.882031,1136.030029
2010-01-19,28.124939,293.516976,152.648957,114.750251,18.166313,1150.22998
2010-01-20,27.692027000000003,289.915587,153.499744,111.422546,17.909765,1138.040039
2010-01-21,27.213337,291.199286,147.169105,110.35323100000001,17.798826000000002,1116.47998
2010-01-22,25.863592,274.730736,140.993985,107.359151,17.604682,1091.76001
2010-01-25,26.559390999999998,269.73073999999997,141.780742,107.88953400000001,17.736422,1096.780029
2010-01-26,26.934757,270.939526,138.02993700000002,107.57301399999999,17.56308,1092.170044
2010-01-27,27.188489,270.779695,138.597129,108.06917800000001,17.764158,1097.5
2010-01-28,26.065007,266.878565,140.234673,105.86211100000001,17.708688000000002,1084.530029
2010-01-29,25.119401,264.705742,136.05389499999998,104.698697,17.583880999999998,1073.869995
2010-02-01,25.468608,266.244198,140.08831,106.649125,17.597748,1089.189941
2010-02-02,25.6164,265.295156,143.57381999999998,107.38481399999999,17.812694,1103.319946
2010-02-03,26.057159,270.140309,143.839115,107.496027,17.736422,1097.280029
2010-02-04,25.118093,263.127321,137.846959,105.220523,17.355069,1063.109985
2010-02-05,25.564084,265.380075,141.030587,105.665355,17.500676000000002,1066.189941
2010-02-08,25.388826,266.468996,138.231201,104.72874499999999,17.3204,1056.73999
2010-02-09,25.659561,267.95252200000004,139.502818,105.87158600000001,17.514544,1070.52002
2010-02-10,25.519617,266.95849599999997,140.545726,105.527873,17.417473,1068.130005
2010-02-11,25.983917,267.932539,140.929954,106.31841399999999,17.466008,1078.469971
2010-02-12,26.207567,266.29417,140.820165,106.550416,17.382803,1075.51001
2010-02-16,26.602551000000002,270.380071,143.99463500000002,107.60733,17.556146,1094.869995
2010-02-17,26.491381,268.836627,143.866559,108.55253400000001,17.611616,1099.51001
2010-02-18,26.541079999999997,271.339119,142.46686599999998,109.824261,17.500676000000002,1106.75
2010-02-19,26.376286,270.11035,142.878538,109.291513,17.403605,1109.170044
2010-02-22,26.212799,271.129347,143.363412,108.99935500000001,17.348135,1108.01001
2010-02-23,25.773347,267.26818199999997,143.354255,108.66423799999998,17.216394,1094.599976
2010-02-24,26.244189000000002,265.46998199999996,144.845437,109.63521899999999,17.271864,1105.23999
2010-02-25,26.419446999999998,262.952495,143.11640400000002,109.18839799999999,17.174792999999998,1102.939941
2010-02-26,26.762114,263.13732799999997,143.354801,109.265736,17.202527,1104.48999
2010-03-01,27.333665000000003,266.079379,143.528997,110.47731999999999,17.334267,1115.709961
2010-03-02,27.315354,270.260205,145.555317,109.489143,17.251062,1118.310059
2010-03-03,27.378132,272.388075,144.610928,109.02513300000001,17.257996,1118.790039
2010-03-04,27.558621999999996,277.018467,150.011373,108.887652,17.306532,1122.969971
2010-03-05,28.636326,281.823654,153.284641,109.34306799999999,17.327334,1138.699951
2010-03-08,28.653328000000002,280.95953199999997,155.723556,108.621278,17.528412,1138.5
2010-03-09,29.168639000000002,279.815651,154.81585,107.882299,17.722555,1140.449951
2010-03-10,29.406674,287.937542,157.64901799999998,107.942448,17.694820999999997,1145.609985
2010-03-11,29.492996999999995,290.280203,159.088518,109.64381399999999,17.75029,1150.23999
2010-03-12,29.636865000000004,289.481016,160.418011,109.935971,17.764158,1149.98999
2010-03-15,29.275885,281.309183,159.10686,109.84145,17.875097,1150.51001
2010-03-16,29.355666999999997,282.318173,161.545774,110.56324,17.923633,1159.459961
2010-03-17,29.312507,282.497987,161.958369,109.781301,17.958301000000002,1166.209961
2010-03-18,29.381825,282.917563,162.701043,110.31405600000001,18.06924,1165.829956
2010-03-19,29.067931,279.720756,163.11363799999998,109.738335,18.194047,1159.900024
2010-03-22,29.394904999999998,278.472004,161.518269,109.970343,18.304986,1165.810059
2010-03-23,29.867053000000002,274.226241,160.298811,111.164732,18.408992,1174.170044
2010-03-24,29.999151,278.387085,159.913722,110.44294199999999,18.207915,1167.719971
2010-03-25,29.643403000000003,281.15932799999996,160.362986,111.05303500000001,18.131644,1165.72998
2010-03-26,30.199258,281.064433,158.501713,111.07021100000001,18.194047,1166.589966
2010-03-29,30.394134,280.944537,159.583643,110.494497,18.381257,1173.219971
2010-03-30,30.846665,283.072406,157.13556499999999,110.649173,17.99297,1173.27002
2010-03-31,30.735496,283.277222,156.447902,110.202345,17.916698999999998,1169.430054
2010-04-01,30.86236,284.116374,156.071976,110.202345,18.103908999999998,1178.099976
2010-04-05,31.191948999999997,285.220259,158.767617,111.14755600000001,18.242583,1187.439941
2010-04-06,31.329279999999997,283.82667000000004,158.529218,110.786648,18.242583,1189.439941
2010-04-07,31.467916,281.48899700000004,161.701643,110.399975,18.073473999999997,1182.449951
2010-04-08,31.382903000000002,283.46202400000004,164.580658,109.65240800000001,18.334183,1186.439941
