Date,AAPL,GOOG,GS,IBM,T,^GSPC
2012-10-23,599.09,680.35,117.34,187.8,33.72,1413.11
2012-10-24,602.48,677.3,118.1,187.27,33.44,1408.75
2012-10-25,595.36,677.76,118.05,188.14,33.24,1412.97
2012-10-26,589.94,675.15,117.77,189.78,33.36,1411.94
2012-10-31,581.47,680.3,120.68,191.02,33.32,1412.16
2012-11-01,582.66,687.59,123.11,193.59,33.8,1427.59
2012-11-02,563.38,687.92,121.53,189.94,33.65,1414.2
2012-11-05,571.02,682.96,122.35,190.63,33.55,1417.26
2012-11-06,569.29,681.72,124.49,191.55,33.52,1428.39
2012-11-07,547.5,667.12,116.33,188.53,32.41,1394.53
2012-11-08,527.63,652.29,113.66,187.48,31.98,1377.51
2012-11-09,536.77,663.03,114.53,187.03,32.31,1379.85
2012-11-12,532.62,665.9,115.6,186.64,32.63,1380.03
2012-11-13,532.69,659.05,114.85,185.73,32.71,1374.53
2012-11-14,526.78,652.55,112.65,182.96,32.54,1355.49
2012-11-15,515.73,647.26,113.83,183.29,32.2,1353.33
2012-11-16,517.75,647.18,114.22,184.37,31.93,1359.88
2012-11-19,555.09,668.21,116.65,187.73,32.58,1386.89
2012-11-20,550.36,669.97,116.44,186.6,32.45,1387.81
2012-11-21,551.13,665.87,116.06,187.67,32.61,1391.03
2012-11-23,560.75,667.97,118.63,190.83,33.1,1409.15
2012-11-26,578.44,661.15,119.25,190.22,32.72,1406.29
2012-11-27,573.78,670.71,116.76,188.6,32.39,1398.94
2012-11-28,571.97,683.67,118.16,189.34,32.39,1409.93
2012-11-29,578.27,691.89,117.57,188.89,32.69,1415.95
2012-11-30,574.27,698.37,116.64,187.45,32.88,1416.18
2012-12-03,575.16,695.25,117.24,186.87,32.89,1409.46
2012-12-04,565.02,691.03,115.44,186.75,32.68,1407.05
2012-12-05,528.66,687.82,115.99,186.05,32.67,1409.28
2012-12-06,536.95,691.13,116.06,187.09,32.42,1413.94
2012-12-07,523.22,684.21,115.43,189.31,32.5,1418.07
2012-12-10,519.85,685.42,115.87,189.97,32.49,1418.55
2012-12-11,531.21,696.88,117.7,191.53,32.9,1427.84
2012-12-12,528.86,697.56,116.94,190.29,33.23,1428.48
2012-12-13,519.73,702.7,117.34,189.35,33.06,1419.45
2012-12-14,500.2,701.96,118.19,189.12,32.76,1413.58
2012-12-17,509.07,720.78,122.28,190.95,32.98,1430.36
2012-12-18,523.86,721.07,126.52,193.0,33.08,1446.79
2012-12-19,516.41,720.11,126.01,192.39,32.67,1435.81
2012-12-20,511.92,722.36,128.45,192.09,32.92,1443.69
2012-12-21,509.56,715.63,127.19,190.76,32.44,1430.15
2012-12-24,510.39,709.5,126.29,189.75,32.5,1426.66
2012-12-26,503.35,708.87,125.92,189.31,32.54,1419.83
2012-12-27,505.37,706.29,125.43,190.06,32.43,1418.1
2012-12-28,500.0,700.01,124.29,187.22,32.1,1402.43
2012-12-31,522.16,707.38,126.31,188.91,32.47,1426.19
